state,longitude,latitude,method,index_right,dtname,stname
UttarPradeshMadhyaPradeshRajasthan,78.85,23.85,constrained,299,Sagar,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.45,23.85,constrained,98,Damoh,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,74.75,24.05,constrained,278,Pratapgarh,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,78.05,24.15,constrained,364,Vidisha,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.95,24.15,constrained,273,Panna,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.75,24.15,constrained,307,Satna,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.95,24.15,constrained,307,Satna,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,82.15,24.15,constrained,326,Singrauli,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,82.65,24.15,constrained,326,Singrauli,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.75,24.25,constrained,307,Satna,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.85,24.35,constrained,225,Lalitpur,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,81.65,24.45,constrained,323,Sidhi,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,73.65,24.55,constrained,352,Udaipur,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,76.15,24.55,constrained,178,Jhalawar,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,80.85,24.55,constrained,307,Satna,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.85,24.65,constrained,47,Baran,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,77.75,24.65,constrained,25,Ashoknagar,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.75,24.65,constrained,349,Tikamgarh,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.25,24.75,constrained,225,Lalitpur,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.75,24.75,constrained,84,Chhatarpur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,72.05,24.85,constrained,172,Jalor,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,72.85,24.85,constrained,328,Sirohi,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,74.65,24.85,constrained,91,Chittaurgarh,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,78.25,24.85,constrained,225,Lalitpur,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,71.45,24.95,constrained,172,Jalor,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,74.85,24.95,constrained,259,Neemuch,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,73.85,25.05,constrained,290,Rajsamand,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,77.05,25.05,constrained,149,Guna,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.85,25.15,constrained,219,Kota,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,76.45,25.15,constrained,47,Baran,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,70.95,25.25,constrained,49,Barmer,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,73.75,25.25,constrained,290,Rajsamand,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,77.25,25.25,constrained,47,Baran,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,82.95,25.25,constrained,363,Varanasi,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,72.65,25.35,constrained,172,Jalor,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,74.65,25.35,constrained,61,Bhilwara,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,77.25,25.35,constrained,47,Baran,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,82.95,25.35,constrained,363,Varanasi,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.65,25.45,constrained,74,Bundi,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,78.65,25.45,constrained,179,Jhansi,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,81.85,25.45,constrained,405,Prayagraj,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,81.95,25.45,constrained,405,Prayagraj,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,83.05,25.55,constrained,176,Jaunpur,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,71.35,25.75,constrained,49,Barmer,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,73.35,25.75,constrained,271,Pali,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,77.95,25.75,constrained,150,Gwalior,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.95,25.75,constrained,131,Fatehpur,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,70.25,25.85,constrained,49,Barmer,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,76.65,25.85,constrained,317,Sheopur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,71.95,26.05,constrained,49,Barmer,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,76.35,26.05,constrained,308,Sawai Madhopur,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,75.75,26.15,constrained,350,Tonk,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,77.15,26.15,constrained,317,Sheopur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,82.35,26.15,constrained,341,Sultanpur,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,72.95,26.25,constrained,182,Jodhpur,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,73.05,26.25,constrained,182,Jodhpur,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,78.15,26.25,constrained,150,Gwalior,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.25,26.25,constrained,150,Gwalior,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.55,26.25,constrained,171,Jalaun,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,73.05,26.35,constrained,182,Jodhpur,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,80.95,26.35,constrained,359,Unnao,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,74.65,26.45,constrained,13,Ajmer,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,80.35,26.45,constrained,193,Kanpur Nagar,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.05,26.55,constrained,196,Karauli,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,80.25,26.55,constrained,193,Kanpur Nagar,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.85,26.65,constrained,116,Dhaulpur,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,78.95,26.65,constrained,62,Bhind,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,69.55,26.75,constrained,169,Jaisalmer,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,72.55,26.75,constrained,182,Jodhpur,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,75.85,26.75,constrained,168,Jaipur,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,80.95,26.75,constrained,228,Lucknow,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,83.45,26.75,constrained,147,Gorakhpur,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,69.55,26.85,constrained,169,Jaisalmer,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,75.75,26.85,constrained,168,Jaipur,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,76.35,26.85,constrained,102,Dausa,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,77.45,26.85,constrained,12,Agra,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.15,26.85,constrained,116,Dhaulpur,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,80.85,26.85,constrained,228,Lucknow,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.95,26.85,constrained,228,Lucknow,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,81.05,26.85,constrained,228,Lucknow,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,70.95,26.95,constrained,169,Jaisalmer,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,75.75,26.95,constrained,168,Jaipur,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,75.85,26.95,constrained,168,Jaipur,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,80.95,26.95,constrained,228,Lucknow,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,69.55,27.05,constrained,169,Jaisalmer,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,83.05,27.05,constrained,305,Sant Kabir Nagar,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.95,27.15,constrained,12,Agra,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.05,27.15,constrained,12,Agra,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.35,27.15,constrained,132,Firozabad,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,73.75,27.25,constrained,251,Nagaur,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,76.55,27.25,constrained,18,Alwar,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,77.55,27.25,constrained,60,Bharatpur,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,78.05,27.25,constrained,12,Agra,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,82.15,27.25,constrained,146,Gonda,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,71.35,27.35,constrained,169,Jaisalmer,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,78.45,27.35,constrained,132,Firozabad,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.45,27.35,constrained,130,Farrukhabad,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,83.85,27.35,constrained,540,Mahrajganj,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,73.35,27.45,constrained,67,Bikaner,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,83.65,27.45,constrained,540,Mahrajganj,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.65,27.55,constrained,18,Alwar,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,77.35,27.55,constrained,240,Mathura,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.65,27.55,constrained,240,Mathura,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,70.25,27.65,constrained,169,Jaisalmer,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,72.15,27.65,constrained,169,Jaisalmer,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,75.15,27.65,constrained,324,Sikar,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,77.25,27.75,constrained,60,Bharatpur,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,77.35,27.85,constrained,240,Mathura,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,70.35,27.95,constrained,169,Jaisalmer,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,78.55,27.95,constrained,15,Aligarh,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,72.35,28.05,constrained,67,Bikaner,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,73.25,28.05,constrained,67,Bikaner,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,75.15,28.15,constrained,181,Jhunjhunun,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,75.35,28.15,constrained,181,Jhunjhunun,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,76.85,28.15,constrained,18,Alwar,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,74.95,28.25,constrained,93,Churu,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,77.85,28.25,constrained,73,Bulandshahr,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.45,28.35,constrained,48,Bareilly,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,81.15,28.35,constrained,32,Bahraich,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.45,28.45,constrained,138,Gautam Buddha Nagar,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.85,28.45,constrained,73,Bulandshahr,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,74.65,28.55,constrained,93,Churu,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,77.35,28.55,constrained,138,Gautam Buddha Nagar,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.45,28.55,constrained,138,Gautam Buddha Nagar,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.35,28.65,constrained,140,Ghaziabad,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.45,28.65,constrained,140,Ghaziabad,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.75,28.75,constrained,243,Meerut,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.65,28.85,constrained,21,Amroha,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.75,28.85,constrained,245,Moradabad,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.75,28.85,constrained,277,Pilibhit,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.25,28.95,constrained,31,Baghpat,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.75,28.95,constrained,243,Meerut,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.15,29.05,constrained,153,Hanumangarh,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,77.75,29.05,constrained,243,Meerut,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,73.85,29.15,constrained,207,Ganganagar,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,75.35,29.15,constrained,153,Hanumangarh,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,75.25,29.25,constrained,153,Hanumangarh,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,73.45,29.35,constrained,207,Ganganagar,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,77.75,29.45,constrained,248,Muzaffarnagar,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.85,29.45,constrained,66,Bijnor,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,74.25,29.65,constrained,153,Hanumangarh,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,73.45,29.95,constrained,207,Ganganagar,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,73.85,29.95,constrained,207,Ganganagar,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,73.95,30.15,constrained,207,Ganganagar,RAJASTHAN
